Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
Wii,2007,Fighting,THQ,0.98,59.0,13,5.9,18,Yuke's,T,2000s,Other,2.639057329615259,2.9444389791664403
X360,2013,Action,Electronic Arts,0.98,78.0,68,6.4,694,Visceral Games,M,2010s,Other,4.23410650459726,6.543911845564792
X360,2013,Action,Ubisoft,0.98,82.0,58,7.5,383,Ubisoft Toronto,M,2010s,Other,4.07753744390572,5.950642552587727
X360,2009,Sports,Take-Two Interactive,0.97,82.0,46,7.6,34,Visual Concepts,E,2000s,Other,3.8501476017100584,3.5553480614894135
XB,2005,Sports,Electronic Arts,0.97,87.0,38,8.3,27,EA Sports,E,2000s,Other,3.6635616461296463,3.332204510175204
PC,2005,Action,Take-Two Interactive,0.97,93.0,47,8.9,1841,Rockstar North,M,2000s,Grand Theft Auto,3.8712010109078907,7.518607216815252
PS3,2007,Sports,Electronic Arts,0.97,81.0,31,5.3,33,EA Tiburon,E,2000s,Madden,3.4657359027997265,3.5263605246161616
GBA,2003,Strategy,Nintendo,0.97,88.0,31,9.2,144,Intelligent Systems,E,2000s,Other,3.4657359027997265,4.976733742420574
X360,2009,Action,Electronic Arts,0.97,82.0,88,8.0,268,Double Fine Productions,M,2000s,Other,4.48863636973214,5.594711379601839
PS3,2013,Action,Disney Interactive Studios,0.97,75.0,21,5.9,47,Avalanche Software,E10+,2010s,Other,3.091042453358316,3.8712010109078907
DS,2006,Simulation,Namco Bandai Games,0.97,66.0,9,7.5,27,NanaOn-Sha,E,2000s,Other,2.302585092994046,3.332204510175204
PS2,2003,Sports,Electronic Arts,0.97,85.0,19,7.6,53,EA Sports,E,2000s,Other,2.995732273553991,3.9889840465642745
PS2,2007,Action,Take-Two Interactive,0.97,75.0,37,7.9,67,Rockstar Leeds,M,2000s,Grand Theft Auto,3.6375861597263857,4.219507705176107
XB,2004,Sports,Electronic Arts,0.97,81.0,34,8.7,23,EA Canada,E,2000s,FIFA,3.5553480614894135,3.1780538303479458
PC,2012,Role-Playing,Electronic Arts,0.97,89.0,23,5.5,5926,BioWare,M,2010s,Other,3.1780538303479458,8.687273461787838
DS,2006,Racing,THQ,0.97,54.0,17,2.1,11,Helixe,E,2000s,Other,2.8903717578961645,2.4849066497880004
Wii,2009,Misc,Activision,0.97,79.0,20,6.6,15,Vicarious Visions,E10+,2000s,Other,3.044522437723423,2.772588722239781
X360,2011,Action,Activision,0.97,78.0,35,5.2,53,Toys for Bob,E10+,2010s,Other,3.58351893845611,3.9889840465642745
GC,2006,Action,LucasArts,0.97,84.0,25,9.1,16,Traveller's Tales,E10+,2000s,Other,3.258096538021482,2.833213344056216
PS,2000,Shooter,Electronic Arts,0.97,86.0,16,9.0,44,Dreamworks Interactive,T,2000s,Other,2.833213344056216,3.8066624897703196
PS2,2002,Role-Playing,Sony Computer Entertainment,0.96,87.0,41,9.1,174,Level 5,T,2000s,Other,3.7376696182833684,5.1647859739235145
PC,2012,Shooter,Ubisoft,0.96,88.0,43,8.2,3183,Ubisoft Montreal,M,2010s,Other,3.784189633918261,8.065893546964274
PS4,2015,Shooter,Take-Two Interactive,0.96,76.0,46,4.3,894,Turtle Rock Studios,M,2010s,Other,3.8501476017100584,6.796823718274855
PS3,2013,Action,Electronic Arts,0.96,76.0,37,6.4,522,Visceral Games,M,2010s,Other,3.6375861597263857,6.259581464064923
PS2,2000,Sports,Electronic Arts,0.96,85.0,22,8.1,9,EA Sports,E,2000s,Other,3.1354942159291497,2.302585092994046
PC,2012,Simulation,Focus Home Interactive,0.96,65.0,12,7.5,111,Giants Software,E,2010s,Other,2.5649493574615367,4.718498871295094
Wii,2010,Misc,Activision,0.96,77.0,26,7.5,17,"Vicarious Visions, Neversoft Entertainment",T,2010s,Other,3.295836866004329,2.8903717578961645
Wii,2008,Platform,THQ,0.96,82.0,48,8.6,73,Blue Tongue Entertainment,E,2000s,Other,3.8918202981106265,4.304065093204169
PS2,2002,Platform,Sony Computer Entertainment,0.96,71.0,33,7.9,43,Overworks,M,2000s,Other,3.5263605246161616,3.784189633918261
XB,2002,Fighting,Midway Games,0.96,81.0,27,8.4,24,Midway,M,2000s,Other,3.332204510175204,3.2188758248682006
PC,2011,Action,Namco Bandai Games,0.96,88.0,76,8.5,4378,CD Projekt Red Studio,M,2010s,Other,4.343805421853684,8.384575666801398
PS3,2012,Shooter,505 Games,0.96,70.0,21,6.9,92,Rebellion,M,2010s,Other,3.091042453358316,4.532599493153256
XB,2004,Sports,Global Star,0.95,85.0,28,8.7,22,Visual Concepts,E,2000s,Other,3.367295829986474,3.1354942159291497
PSP,2006,Adventure,Sony Computer Entertainment,0.95,52.0,47,6.7,18,SCEE London Studio,M,2000s,Other,3.8712010109078907,2.9444389791664403
3DS,2012,Sports,Nintendo,0.95,69.0,58,6.9,110,Camelot Software Planning,E,2010s,Mario,4.07753744390572,4.709530201312334
3DS,2011,Simulation,Nintendo,0.95,71.0,64,7.4,88,Monster Games Inc.,E,2010s,Other,4.174387269895637,4.48863636973214
PS2,2004,Misc,Play It,0.95,60.0,8,7.7,11,Coresoft,E,2000s,Other,2.1972245773362196,2.4849066497880004
DS,2008,Sports,Ubisoft,0.95,63.0,4,7.6,7,Ubisoft Montreal,E,2000s,Other,1.6094379124341003,2.0794415416798357
PS2,2005,Action,Ubisoft,0.95,87.0,29,8.6,53,Ubisoft Montreal,M,2000s,Other,3.4011973816621555,3.9889840465642745
X360,2008,Platform,Sega,0.95,60.0,50,7.8,238,Sonic Team,E10+,2000s,Other,3.9318256327243257,5.476463551931511
GC,2003,Platform,THQ,0.95,71.0,10,8.6,34,Heavy Iron Studios,E,2000s,Other,2.3978952727983707,3.5553480614894135
PS3,2012,Action,Sony Computer Entertainment,0.95,74.0,69,7.3,540,SuperBot Entertainment,T,2010s,Other,4.248495242049359,6.293419278846481
PS3,2013,Action,Konami Digital Entertainment,0.95,78.0,39,4.1,303,Konami,E,2010s,Other,3.6888794541139363,5.717027701406222
PS3,2012,Shooter,Ubisoft,0.95,79.0,18,6.9,156,Ubisoft Paris,M,2010s,Other,2.9444389791664403,5.056245805348308
PS2,2000,Strategy,Electronic Arts,0.95,75.0,20,8.4,12,Koei,T,2000s,Other,3.044522437723423,2.5649493574615367
PS3,2011,Racing,Ubisoft,0.95,79.0,53,7.7,114,Ubisoft Reflections,T,2010s,Other,3.9889840465642745,4.74493212836325
X360,2010,Shooter,Electronic Arts,0.95,73.0,79,7.3,126,EA Montreal,M,2010s,Other,4.382026634673881,4.844187086458591
PS3,2010,Shooter,Capcom,0.95,68.0,56,6.9,62,Capcom,T,2010s,Other,4.04305126783455,4.143134726391533
PS3,2011,Action,Disney Interactive Studios,0.95,73.0,42,7.1,34,Traveller's Tales,E10+,2010s,Other,3.7612001156935624,3.5553480614894135
PS2,2004,Shooter,Sony Computer Entertainment,0.94,70.0,67,7.4,254,Guerrilla,M,2000s,Other,4.219507705176107,5.541263545158426
GC,2004,Platform,THQ,0.94,73.0,9,7.8,13,Heavy Iron Studios,E,2000s,Other,2.302585092994046,2.639057329615259
3DS,2011,Shooter,Nintendo,0.94,81.0,65,8.2,231,Nintendo,E10+,2010s,Other,4.189654742026425,5.44673737166631
PS2,2003,Action,Konami Digital Entertainment,0.94,79.0,45,8.4,74,KCET,M,2000s,Other,3.828641396489095,4.31748811353631
PS3,2013,Action,Ubisoft,0.94,84.0,27,7.7,314,Ubisoft Toronto,M,2010s,Other,3.332204510175204,5.752572638825633
PS3,2011,Action,Activision,0.94,77.0,18,4.8,42,Toys for Bob,E10+,2010s,Other,2.9444389791664403,3.7612001156935624
XB,2005,Sports,Electronic Arts,0.94,86.0,35,7.5,27,EA Sports,Unknown,2000s,Other,3.58351893845611,3.332204510175204
PSP,2008,Role-Playing,Sega,0.94,64.0,38,7.8,19,Alfa System,T,2000s,Other,3.6635616461296463,2.995732273553991
PS3,2008,Fighting,THQ,0.94,78.0,37,7.0,49,Yuke's,T,2000s,Other,3.6375861597263857,3.912023005428146
X360,2009,Sports,Electronic Arts,0.94,83.0,26,6.7,37,EA Tiburon,E,2000s,Other,3.295836866004329,3.6375861597263857
PS3,2009,Action,Electronic Arts,0.94,83.0,61,7.6,162,Double Fine Productions,M,2000s,Other,4.127134385045092,5.093750200806762
Wii,2009,Sports,Activision,0.94,47.0,15,4.5,21,Buzz Monkey,E10+,2000s,Other,2.772588722239781,3.091042453358316
PS2,2006,Action,Take-Two Interactive,0.94,87.0,69,9.1,293,Rockstar Vancouver,T,2000s,Other,4.248495242049359,5.683579767338681
XB,2003,Action,Ubisoft,0.94,92.0,41,7.8,72,Ubisoft,T,2000s,Other,3.7376696182833684,4.290459441148391
PS2,2006,Sports,Sony Computer Entertainment,0.94,83.0,30,8.9,31,SCEA San Diego Studios,E,2000s,Other,3.4339872044851463,3.4657359027997265
PS2,2002,Sports,Electronic Arts,0.93,79.0,20,6.8,18,EA Sports,E,2000s,Other,3.044522437723423,2.9444389791664403
PS3,2013,Fighting,Namco Bandai Games,0.93,77.0,32,7.9,187,CyberConnect2,T,2010s,Other,3.4965075614664802,5.236441962829949
PS4,2016,Sports,Electronic Arts,0.93,79.0,38,6.2,157,EA Sports,T,2010s,Other,3.6635616461296463,5.062595033026967
DS,2005,Simulation,Electronic Arts,0.93,70.0,13,6.1,24,Griptonite Games,E10+,2000s,Other,2.639057329615259,3.2188758248682006
XB,2002,Sports,Activision,0.93,90.0,25,8.5,21,Neversoft Entertainment,T,2000s,Other,3.258096538021482,3.091042453358316
XOne,2014,Role-Playing,Electronic Arts,0.93,85.0,28,6.9,703,BioWare,M,2010s,Other,3.367295829986474,6.556778356158042
PS3,2008,Role-Playing,Sony Computer Entertainment,0.93,64.0,77,7.5,213,Level 5,T,2000s,Other,4.356708826689592,5.365976015021851
PS3,2008,Misc,Sony Computer Entertainment,0.93,70.0,26,5.5,4,SCEE London Studio,T,2000s,Other,3.295836866004329,1.6094379124341003
3DS,2016,Action,Nintendo,0.93,81.0,71,8.7,87,HAL Labs,E,2010s,Other,4.276666119016055,4.477336814478207
Wii,2009,Misc,Activision,0.93,85.0,20,8.6,17,Neversoft Entertainment,T,2000s,Other,3.044522437723423,2.8903717578961645
GBA,2003,Action,Unknown,0.93,71.0,16,8.8,8,Konami,E,2000s,Other,2.833213344056216,2.1972245773362196
X360,2009,Action,Sega,0.93,90.0,86,8.0,597,PlatinumGames,M,2000s,Other,4.465908118654584,6.393590753950631
PS2,2007,Sports,Sony Computer Entertainment,0.93,83.0,25,8.6,19,SCEA,E,2000s,Other,3.258096538021482,2.995732273553991
GC,2006,Racing,THQ,0.93,71.0,21,7.0,5,Rainbow Studios,E,2000s,Other,3.091042453358316,1.791759469228055
DS,2007,Simulation,Game Factory,0.93,61.0,11,4.8,5,Neko Entertainment,E,2000s,Other,2.4849066497880004,1.791759469228055
DS,2010,Role-Playing,Square Enix,0.93,66.0,58,7.0,76,"Square Enix, h.a.n.d. Inc.",E10+,2010s,Other,4.07753744390572,4.343805421853684
X360,2009,Shooter,Codemasters,0.93,77.0,47,7.8,112,Codemasters,M,2000s,Other,3.8712010109078907,4.727387818712341
PS4,2014,Action,Warner Bros. Interactive Entertainment,0.93,73.0,43,7.1,75,TT Games,E10+,2010s,Other,3.784189633918261,4.330733340286331
X360,2011,Misc,Activision,0.93,39.0,5,5.6,8,Activision,E10+,2010s,Other,1.791759469228055,2.1972245773362196
PS,1999,Racing,Ubisoft,0.93,66.0,8,7.5,27,UDS,E,1990s,Other,2.1972245773362196,3.332204510175204
PS3,2008,Shooter,Ubisoft,0.93,76.0,48,8.0,70,Gearbox Software,M,2000s,Other,3.8918202981106265,4.2626798770413155
PS3,2014,Action,Warner Bros. Interactive Entertainment,0.93,80.0,5,6.8,12,TT Games,E10+,2010s,Other,1.791759469228055,2.5649493574615367
PC,2012,Action,Ubisoft,0.93,80.0,21,6.2,1489,Ubisoft,M,2010s,Other,3.091042453358316,7.306531398939505
PC,2012,Shooter,Take-Two Interactive,0.93,89.0,38,8.2,2482,Gearbox Software,M,2010s,Other,3.6635616461296463,7.817222785508166
PS2,2003,Action,Konami Digital Entertainment,0.92,59.0,29,8.7,31,KCE Studios,E,2000s,Other,3.4011973816621555,3.4657359027997265
3DS,2013,Adventure,Nintendo,0.92,71.0,27,7.5,21,h.a.n.d. Inc.,E,2010s,Other,3.332204510175204,3.091042453358316
PS2,2001,Simulation,Titus,0.92,63.0,17,3.3,9,Titus Software,E,2000s,Other,2.8903717578961645,2.302585092994046
X360,2010,Sports,Electronic Arts,0.92,86.0,29,7.1,70,EA Tiburon,E,2010s,Other,3.4011973816621555,4.2626798770413155
PS,2000,Action,Electronic Arts,0.92,61.0,11,6.7,44,Black Ops Entertainment,T,2000s,Other,2.4849066497880004,3.8066624897703196
Wii,2006,Racing,THQ,0.92,65.0,13,7.5,27,Rainbow Studios,E,2000s,Other,2.639057329615259,3.332204510175204
DS,2005,Adventure,Capcom,0.92,81.0,53,9.2,203,Capcom,T,2000s,Other,3.9889840465642745,5.318119993844216
PS4,2015,Sports,Sony Computer Entertainment,0.92,80.0,44,7.8,190,SCEA San Diego Studios,E,2010s,Other,3.8066624897703196,5.25227342804663
PS3,2014,Role-Playing,Ubisoft,0.92,85.0,31,8.5,575,Obsidian Entertainment,M,2010s,Other,3.4657359027997265,6.3561076606958915
X360,2014,Role-Playing,Ubisoft,0.92,82.0,33,8.4,363,Obsidian Entertainment,M,2010s,Other,3.5263605246161616,5.8971538676367405
PS3,2012,Sports,Sony Computer Entertainment,0.92,87.0,23,7.5,75,SCEA San Diego Studios,E,2010s,Other,3.1780538303479458,4.330733340286331
PSP,2006,Action,THQ,0.92,48.0,9,6.4,13,Tantalus Interactive,E,2000s,Other,2.302585092994046,2.639057329615259
X360,2010,Action,Electronic Arts,0.92,73.0,71,7.7,224,Visceral Games,M,2010s,Other,4.276666119016055,5.41610040220442
Wii,2011,Misc,Nintendo,0.92,60.0,34,6.1,16,Nintendo,E10+,2010s,Other,3.5553480614894135,2.833213344056216
X360,2008,Fighting,THQ,0.92,79.0,47,7.1,34,Yuke's,T,2000s,Other,3.8712010109078907,3.5553480614894135
GC,2006,Racing,Sega,0.92,59.0,32,8.0,46,Sonic Team,E,2000s,Other,3.4965075614664802,3.8501476017100584
X360,2006,Role-Playing,Microsoft Game Studios,0.92,79.0,56,7.8,161,"Mistwalker, Artoon",T,2000s,Other,4.04305126783455,5.087596335232384
3DS,2012,Action,Marvelous Entertainment,0.91,74.0,21,8.2,62,Marvelous AQL,E,2010s,Other,3.091042453358316,4.143134726391533
Wii,2008,Action,Activision,0.91,70.0,20,6.7,7,Xpec,E10+,2000s,Other,3.044522437723423,2.0794415416798357
PS3,2010,Sports,Electronic Arts,0.91,78.0,20,5.4,14,EA Canada,E,2010s,Other,3.044522437723423,2.70805020110221
PS2,2002,Sports,Electronic Arts,0.91,76.0,23,8.1,12,Electronic Arts,T,2000s,Other,3.1780538303479458,2.5649493574615367
X360,2008,Strategy,Ubisoft,0.91,77.0,63,7.2,53,Ubisoft Shanghai,T,2000s,Other,4.1588830833596715,3.9889840465642745
PS2,2003,Racing,Genki,0.91,63.0,15,8.9,23,Genki,E,2000s,Other,2.772588722239781,3.1780538303479458
Wii,2010,Role-Playing,Nintendo,0.91,92.0,59,8.9,950,Monolith Soft,T,2010s,Other,4.0943445622221,6.85751406254539
PS,2000,Racing,Codemasters,0.91,90.0,13,8.7,31,Codemasters,E,2000s,Other,2.639057329615259,3.4657359027997265
PS3,2011,Action,Tecmo Koei,0.91,57.0,25,7.4,57,Omega Force,T,2010s,Other,3.258096538021482,4.060443010546419
XOne,2013,Sports,Take-Two Interactive,0.91,86.0,15,5.7,183,Visual Concepts,E,2010s,Other,2.772588722239781,5.214935757608986
PS3,2012,Sports,Electronic Arts,0.91,81.0,38,6.8,110,EA Canada,E,2010s,Other,3.6635616461296463,4.709530201312334
Wii,2008,Racing,Sega,0.91,56.0,26,8.1,57,Sonic Team,E,2000s,Other,3.295836866004329,4.060443010546419
XB,2004,Misc,Sega,0.91,75.0,20,7.9,12,Sonic Team,E,2000s,Other,3.044522437723423,2.5649493574615367
PS3,2009,Shooter,Codemasters,0.91,76.0,42,6.5,53,Codemasters,M,2000s,Other,3.7612001156935624,3.9889840465642745
PS2,2002,Sports,Electronic Arts,0.9,80.0,23,7.6,5,EA Sports,E,2000s,Other,3.1780538303479458,1.791759469228055
X360,2007,Role-Playing,Microsoft Game Studios,0.9,78.0,68,8.3,432,Mistwalker,T,2000s,Other,4.23410650459726,6.07073772800249
PS4,2016,Fighting,Capcom,0.9,77.0,80,3.4,1221,Capcom,T,2010s,Other,4.394449154672439,7.108244139731541
XOne,2015,Action,Square Enix,0.9,71.0,24,7.0,186,Avalanche Studios,M,2010s,Other,3.2188758248682006,5.231108616854587
PS2,2004,Sports,Sony Computer Entertainment,0.9,78.0,36,7.6,9,989 Sports,E,2000s,Other,3.6109179126442243,2.302585092994046
X360,2009,Role-Playing,Activision,0.9,73.0,75,7.3,82,Vicarious Visions,T,2000s,Other,4.330733340286331,4.418840607796598
PS2,2005,Racing,Electronic Arts,0.9,90.0,52,8.8,114,Criterion Games,E10+,2000s,Other,3.970291913552122,4.74493212836325
X360,2013,Shooter,Electronic Arts,0.9,76.0,45,6.7,344,Crytek,M,2010s,Other,3.828641396489095,5.84354441703136
X360,2012,Action,Namco Bandai Games,0.9,88.0,82,8.3,818,CD Projekt Red Studio,M,2010s,Other,4.418840607796598,6.70808408385307
PS3,2011,Shooter,THQ,0.9,70.0,60,5.7,174,Kaos Studios,M,2010s,Other,4.110873864173311,5.1647859739235145
PS4,2015,Action,Warner Bros. Interactive Entertainment,0.9,70.0,46,7.0,80,TT Games,E10+,2010s,Other,3.8501476017100584,4.394449154672439
PC,2014,Role-Playing,Bethesda Softworks,0.9,71.0,64,5.7,2421,ZeniMax Media,M,2010s,Other,4.174387269895637,7.792348924113037
PS2,2006,Sports,Sony Computer Entertainment,0.9,70.0,44,8.1,8,Clap Hanz,E,2000s,Other,3.8066624897703196,2.1972245773362196
PS3,2009,Racing,THQ,0.9,74.0,44,7.4,10,Rainbow Studios,E,2000s,Other,3.8066624897703196,2.3978952727983707
PS4,2013,Sports,Electronic Arts,0.9,74.0,13,5.2,118,EA Sports,E,2010s,Madden,2.639057329615259,4.77912349311153
XB,2003,Platform,Sega,0.9,73.0,28,7.6,34,Sonic Team,E,2000s,Other,3.367295829986474,3.5553480614894135
PS2,2007,Platform,Activision,0.9,50.0,14,6.5,28,Vicarious Visions,T,2000s,Other,2.70805020110221,3.367295829986474
XB,2002,Shooter,Electronic Arts,0.9,71.0,16,7.5,15,Electronic Arts,T,2000s,Other,2.833213344056216,2.772588722239781
DS,2011,Action,Disney Interactive Studios,0.9,69.0,5,7.5,27,Traveller's Tales,E10+,2010s,Other,1.791759469228055,3.332204510175204
3DS,2013,Action,Warner Bros. Interactive Entertainment,0.9,61.0,4,5.2,11,TT Games,E10+,2010s,Other,1.6094379124341003,2.4849066497880004
PS3,2009,Misc,Activision,0.9,86.0,53,7.8,49,FreeStyleGames,T,2000s,Other,3.9889840465642745,3.912023005428146
XB,2004,Role-Playing,Activision,0.9,82.0,63,8.5,14,Raven Software,T,2000s,Other,4.1588830833596715,2.70805020110221
XB,2004,Sports,Electronic Arts,0.9,85.0,28,7.6,14,EA Canada,E,2000s,Other,3.367295829986474,2.70805020110221
PS2,2003,Sports,Electronic Arts,0.9,68.0,21,6.6,27,Magic Pockets,E,2000s,Other,3.091042453358316,3.332204510175204
GBA,2005,Platform,Activision,0.89,71.0,6,7.5,27,Vicarious Visions,E,2000s,Other,1.9459101490553132,3.332204510175204
PS2,2005,Sports,Unknown,0.89,76.0,25,8.0,20,Midway,M,2000s,Other,3.258096538021482,3.044522437723423
X360,2010,Sports,THQ,0.89,68.0,11,7.5,27,Blitz Games Studios,E,2010s,Other,2.4849066497880004,3.332204510175204
GBA,2001,Platform,Konami Digital Entertainment,0.89,91.0,22,8.5,59,KCEK,T,2000s,Other,3.1354942159291497,4.0943445622221
PS3,2011,Shooter,Sony Computer Entertainment,0.89,67.0,64,6.3,121,Zipper Interactive,M,2010s,Other,4.174387269895637,4.804021044733257
PS2,2005,Sports,Electronic Arts,0.89,83.0,29,6.2,16,EA Sports,E,2000s,Other,3.4011973816621555,2.833213344056216
X360,2012,Sports,Electronic Arts,0.89,77.0,47,6.7,58,EA Sports,E,2010s,FIFA,3.8712010109078907,4.07753744390572
GBA,2004,Adventure,Nintendo,0.89,84.0,16,8.6,58,Nintendo,E,2000s,Zelda,2.833213344056216,4.07753744390572
GBA,2004,Strategy,Nintendo,0.89,85.0,38,9.1,132,Intelligent Systems,E,2000s,Other,3.6635616461296463,4.890349128221754
DS,2008,Puzzle,Midway Games,0.89,76.0,8,7.5,27,Midway Studios - San Diego,E,2000s,Other,2.1972245773362196,3.332204510175204
PSP,2006,Shooter,Sony Computer Entertainment,0.89,77.0,56,8.3,80,Guerrilla,T,2000s,Other,4.04305126783455,4.394449154672439
GC,2003,Action,THQ,0.89,62.0,11,5.5,8,Traveller's Tales,E,2000s,Other,2.4849066497880004,2.1972245773362196
PS,1997,Simulation,Sony Computer Entertainment,0.89,83.0,10,8.2,22,Namco,T,1990s,Other,2.3978952727983707,3.1354942159291497
PS2,2001,Sports,Sega,0.89,85.0,16,7.5,6,Visual Concepts,E,2000s,Other,2.833213344056216,1.9459101490553132
PS3,2008,Racing,Disney Interactive Studios,0.89,83.0,43,7.8,30,Black Rock Studio,E,2000s,Other,3.784189633918261,3.4339872044851463
PSP,2009,Shooter,Sony Computer Entertainment,0.89,81.0,67,8.1,84,Sony Bend,M,2000s,Other,4.219507705176107,4.442651256490317
DS,2008,Shooter,Activision,0.89,75.0,12,7.8,20,n-Space,T,2000s,Call of Duty,2.5649493574615367,3.044522437723423
PS3,2011,Sports,Electronic Arts,0.89,80.0,41,7.3,17,Electronic Arts,E,2010s,Other,3.7376696182833684,2.8903717578961645
Wii,2008,Sports,Electronic Arts,0.89,80.0,18,8.4,22,EA Canada,E,2000s,FIFA,2.9444389791664403,3.1354942159291497
PS3,2009,Action,Activision,0.89,70.0,25,7.1,16,Traveller's Tales,E10+,2000s,Other,3.258096538021482,2.833213344056216
DS,2008,Role-Playing,Nintendo,0.89,70.0,17,7.9,15,RED Entertainment,E,2000s,Other,2.8903717578961645,2.772588722239781
PS3,2012,Action,Electronic Arts,0.89,79.0,9,4.1,34,EA Tiburon,E,2010s,Other,2.302585092994046,3.5553480614894135
Wii,2008,Misc,Sega,0.88,68.0,43,8.1,40,Gearbox Software,E,2000s,Other,3.784189633918261,3.713572066704308
PS3,2007,Action,Electronic Arts,0.88,71.0,30,7.5,49,EA Redwood Shores,T,2000s,Other,3.4339872044851463,3.912023005428146
PC,2009,Shooter,Activision,0.88,86.0,40,4.2,6430,Infinity Ward,M,2000s,Call of Duty,3.713572066704308,8.768885326134864
PS3,2011,Action,Square Enix,0.88,78.0,37,8.1,60,Crystal Dynamics,T,2010s,Other,3.6375861597263857,4.110873864173311
X360,2010,Racing,Codemasters,0.88,84.0,43,7.5,65,Codemasters Birmingham,E,2010s,Other,3.784189633918261,4.189654742026425
PS3,2009,Shooter,Ubisoft,0.88,78.0,47,7.8,91,Techland,M,2000s,Other,3.8712010109078907,4.5217885770490405
PS2,2005,Action,Take-Two Interactive,0.88,84.0,23,8.3,13,Visual Concepts,E,2000s,Other,3.1780538303479458,2.639057329615259
PSP,2011,Fighting,Square Enix,0.88,78.0,52,8.3,144,Square Enix,T,2010s,Final Fantasy,3.970291913552122,4.976733742420574
Wii,2006,Racing,Ubisoft,0.88,51.0,11,7.8,17,Ubisoft,E,2000s,Other,2.4849066497880004,2.8903717578961645
XOne,2016,Action,Ubisoft,0.88,77.0,27,6.4,194,Ubisoft Montreal,M,2010s,Other,3.332204510175204,5.272999558563747
3DS,2012,Action,Capcom,0.88,82.0,78,8.5,397,Capcom,M,2010s,Other,4.3694478524670215,5.986452005284438
DS,2008,Role-Playing,Sega,0.88,74.0,55,7.3,81,BioWare,E,2000s,Other,4.02535169073515,4.406719247264253
DS,2008,Action,LucasArts,0.88,61.0,8,5.5,18,n-Space,T,2000s,Other,2.1972245773362196,2.9444389791664403
PC,2008,Action,Take-Two Interactive,0.88,90.0,40,6.6,2299,Rockstar Toronto,M,2000s,Grand Theft Auto,3.713572066704308,7.7406644019172415
X360,2010,Misc,MTV Games,0.88,93.0,57,8.2,137,Harmonix Music Systems,T,2010s,Other,4.060443010546419,4.927253685157205
X360,2010,Fighting,THQ,0.88,75.0,49,7.6,45,Yuke's,T,2010s,Other,3.912023005428146,3.828641396489095
PS2,2004,Sports,Global Star,0.88,86.0,25,8.1,18,Kush Games,E,2000s,Other,3.258096538021482,2.9444389791664403
PS4,2015,Shooter,Take-Two Interactive,0.88,82.0,49,7.8,345,Gearbox Software,M,2010s,Other,3.912023005428146,5.846438775057724
XB,2003,Simulation,Microsoft Game Studios,0.87,88.0,49,8.8,45,FASA Studio,T,2000s,Other,3.912023005428146,3.828641396489095
