Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
PS2,2005,Racing,Electronic Arts,90.0,52,8.8,114,Criterion Games,E10+,2000s,Other,3.970291913552122,4.74493212836325
X360,2008,Role-Playing,Ubisoft,52.0,27,7.0,48,Ubisoft Annecy,M,2000s,Other,3.332204510175204,3.8918202981106265
PS3,2011,Fighting,THQ,75.0,51,6.4,36,THQ,T,2010s,Other,3.951243718581428,3.610917912644224
PS2,2006,Adventure,10TACLE Studios,42.0,4,7.0,5,WideScreen Games,T,2000s,Other,1.6094379124341005,1.791759469228055
GBA,2003,Platform,Activision,66.0,13,7.5,27,Torus Games,E,2000s,Other,2.639057329615259,3.332204510175204
PC,2009,Action,Electronic Arts,64.0,14,6.1,35,EA Bright Light,E10+,2000s,Other,2.70805020110221,3.58351893845611
PS4,2015,Role-Playing,Nippon Ichi Software,78.0,33,8.1,63,Spike Chunsoft,T,2010s,Other,3.5263605246161616,4.158883083359672
DS,2007,Strategy,THQ,81.0,25,9.1,22,"Team 17, Two Tribes",E10+,2000s,Other,3.258096538021482,3.1354942159291497
PC,2009,Strategy,THQ,70.0,42,7.2,204,Relic,M,2000s,Other,3.7612001156935615,5.3230099791384085
PS3,2011,Adventure,Telltale Games,66.0,5,6.8,51,Telltale Games,Unknown,2010s,Other,1.791759469228055,3.951243718581428
PS3,2010,Adventure,Sony Computer Entertainment,87.0,107,7.7,2759,Quantic Dream,M,2010s,Other,4.68213122712422,7.9229859587111955
WiiU,2013,Platform,Nintendo,93.0,83,9.0,1607,Nintendo,E,2010s,Mario,4.430816798843313,7.382746449738912
PS3,2008,Shooter,Ubisoft,76.0,48,8.0,70,Gearbox Software,M,2000s,Other,3.8918202981106265,4.262679877041316
PC,2016,Shooter,Take-Two Interactive,69.0,34,6.9,400,Gearbox Software,T,2010s,Other,3.555348061489413,5.993961427306569
X360,2008,Shooter,Eidos Interactive,52.0,35,4.9,22,Pivotal Games,M,2000s,Other,3.58351893845611,3.1354942159291497
PS2,2001,Racing,Eidos Interactive,62.0,17,7.5,27,Opus,E,2000s,Other,2.8903717578961645,3.332204510175204
PS2,2009,Sports,Sony Computer Entertainment,79.0,7,7.5,12,SCEA San Diego Studios,E,2000s,Other,2.079441541679836,2.5649493574615367
PC,2009,Shooter,Activision,74.0,41,7.3,261,"id Software, Raven Software",M,2000s,Other,3.737669618283368,5.568344503761097
DS,2007,Misc,Sega,53.0,17,7.5,27,Sega,E,2000s,Other,2.8903717578961645,3.332204510175204
WiiU,2015,Sports,Nintendo,58.0,58,5.3,133,"Nintendo, Camelot Software Planning",E,2010s,Mario,4.07753744390572,4.897839799950911
DS,2008,Action,Vivendi Games,43.0,5,7.5,27,Artificial Mind and Movement,T,2000s,Other,1.791759469228055,3.332204510175204
Wii,2008,Sports,Electronic Arts,80.0,18,8.4,22,EA Canada,E,2000s,FIFA,2.9444389791664403,3.1354942159291497
PS3,2009,Action,THQ,65.0,5,6.5,4,Heavy Iron Studios,E10+,2000s,Other,1.791759469228055,1.6094379124341005
PSP,2004,Sports,Sony Computer Entertainment,81.0,57,8.7,34,Clap Hanz,E10+,2000s,Other,4.060443010546419,3.555348061489413
PS3,2008,Action,LucasArts,71.0,47,6.6,233,LucasArts,T,2000s,Other,3.8712010109078903,5.455321115357702
DS,2008,Platform,Ubisoft,58.0,30,6.3,30,Gameloft,T,2000s,Other,3.4339872044851463,3.4339872044851463
PS3,2011,Simulation,505 Games,49.0,25,4.4,5,Doublesix,T,2010s,Other,3.258096538021482,1.791759469228055
PSV,2012,Fighting,Warner Bros. Interactive Entertainment,85.0,51,7.8,192,NetherRealm Studios,M,2010s,Other,3.951243718581428,5.262690188904886
PC,2009,Action,Konami Digital Entertainment,55.0,6,6.0,31,Zombie Studios,M,2000s,Other,1.9459101490553128,3.4657359027997265
Wii,2010,Role-Playing,Nintendo,92.0,59,8.9,950,Monolith Soft,T,2010s,Other,4.0943445622221,6.85751406254539
PS4,2015,Action,Namco Bandai Games,70.0,18,7.8,44,"Shift, Bandai Namco Games",T,2010s,Other,2.9444389791664403,3.80666248977032
PS2,2005,Action,Sony Computer Entertainment,68.0,37,8.0,5,BottleRocket Entertainment,M,2000s,Other,3.6375861597263857,1.791759469228055
PSP,2007,Role-Playing,505 Games,64.0,22,6.6,19,Media Vision,E10+,2000s,Other,3.1354942159291497,2.995732273553991
PSP,2011,Fighting,PQube,77.0,8,6.8,10,Arc System Works,T,2010s,Other,2.19722457733622,2.3978952727983707
PC,2007,Shooter,Microsoft Game Studios,72.0,32,5.6,216,Microsoft Game Studios,M,2000s,Other,3.49650756146648,5.37989735354046
X360,2010,Misc,MTV Games,75.0,54,6.6,32,"Harmonix Music Systems, Demiurge Studios",T,2010s,Other,4.007333185232471,3.49650756146648
PS4,2015,Misc,Ubisoft,73.0,10,6.8,20,Ubisoft,E10+,2010s,Other,2.3978952727983707,3.044522437723423
WiiU,2015,Action,Warner Bros. Interactive Entertainment,62.0,5,6.5,29,Traveller's Tales,E10+,2010s,Other,1.791759469228055,3.4011973816621555
DS,2006,Action,D3Publisher,56.0,23,6.5,13,Aspect,E10+,2000s,Other,3.1780538303479458,2.639057329615259
PC,2011,Platform,Sega,77.0,11,8.3,337,Sega,E,2010s,Other,2.4849066497880004,5.823045895483019
GC,2002,Fighting,Konami Digital Entertainment,60.0,15,6.3,4,Konami,T,2000s,Other,2.772588722239781,1.6094379124341005
X360,2010,Shooter,Tecmo Koei,37.0,39,3.6,31,Tecmo,M,2010s,Other,3.688879454113936,3.4657359027997265
X360,2008,Strategy,Ubisoft,77.0,63,7.2,53,Ubisoft Shanghai,T,2000s,Other,4.158883083359672,3.9889840465642745
DS,2005,Platform,Nintendo,86.0,48,8.2,87,HAL Labs,E,2000s,Other,3.8918202981106265,4.477336814478207
X360,2007,Simulation,Konami Digital Entertainment,65.0,10,7.4,5,Konami,E10+,2000s,Other,2.3978952727983707,1.791759469228055
XB,2002,Racing,Acclaim Entertainment,75.0,13,6.6,12,Criterion Games,E,2000s,Other,2.639057329615259,2.5649493574615367
PS2,2004,Fighting,Global Star,54.0,29,7.7,7,Opus,T,2000s,Other,3.4011973816621555,2.079441541679836
GBA,2006,Action,Eidos Interactive,72.0,8,7.4,7,WayForward,E10+,2000s,Other,2.19722457733622,2.079441541679836
DS,2005,Puzzle,Nintendo,88.0,49,7.5,164,Q Entertainment,E,2000s,Other,3.912023005428146,5.10594547390058
DS,2008,Simulation,Nintendo,73.0,4,7.7,7,syn Sophia,E,2000s,Other,1.6094379124341005,2.079441541679836
PS3,2008,Sports,Electronic Arts,64.0,12,7.1,12,EA Tiburon,E,2000s,Other,2.5649493574615367,2.5649493574615367
Wii,2007,Strategy,Nintendo,78.0,36,8.7,180,Intelligent Systems,E10+,2000s,Other,3.610917912644224,5.198497031265826
GBA,2004,Action,Atari,62.0,19,8.9,39,Webfoot Technologies,E,2000s,Other,2.995732273553991,3.688879454113936
GBA,2005,Action,Activision,58.0,4,7.5,27,"Amaze Entertainment, Griptonite Games",E10+,2000s,Other,1.6094379124341005,3.332204510175204
X360,2011,Adventure,Deep Silver,82.0,39,7.9,153,Atlus,M,2010s,Other,3.688879454113936,5.0369526024136295
Wii,2011,Action,Disney Interactive Studios,73.0,14,7.0,13,Traveller's Tales,E10+,2010s,Other,2.70805020110221,2.639057329615259
GC,2003,Action,Ubisoft,23.0,21,3.3,23,Neko Entertainment,T,2000s,Other,3.091042453358316,3.1780538303479458
GC,2004,Sports,Activision,82.0,30,8.9,17,Neversoft Entertainment,T,2000s,Other,3.4339872044851463,2.8903717578961645
X360,2007,Action,Disney Interactive Studios,58.0,42,5.3,21,Eurocom Entertainment Software,T,2000s,Other,3.7612001156935615,3.091042453358316
GBA,2003,Platform,THQ,72.0,21,8.1,18,Rare Ltd.,E,2000s,Other,3.091042453358316,2.9444389791664403
X360,2009,Shooter,Codemasters,77.0,47,7.8,112,Codemasters,M,2000s,Other,3.8712010109078903,4.727387818712341
GBA,2003,Platform,Atari,42.0,16,7.5,27,M4 Limited,T,2000s,Other,2.833213344056216,3.332204510175204
PC,2006,Strategy,Electronic Arts,84.0,36,7.5,366,EA LA,T,2000s,Other,3.610917912644224,5.905361848054571
PSV,2015,Adventure,PQube,86.0,7,9.3,20,5pb,M,2010s,Other,2.079441541679836,3.044522437723423
DS,2009,Racing,Zoo Digital Publishing,26.0,4,7.5,27,Destination Software,E,2000s,Other,1.6094379124341005,3.332204510175204
PS4,2015,Adventure,505 Games,81.0,10,8.6,73,Starbreeze,T,2010s,Other,2.3978952727983707,4.304065093204169
